year,cancerType,state,stat,value
2006,Neoplasms,DC,crude_rate,211.5
2007,Neoplasms,DC,deaths,1198
2007,Neoplasms,DC,population,574404
2007,Neoplasms,DC,crude_rate,208.6
2008,Neoplasms,DC,deaths,1171
2008,Neoplasms,DC,population,580236
2008,Neoplasms,DC,crude_rate,201.8
2009,Neoplasms,DC,deaths,1159
2009,Neoplasms,DC,population,592228
2009,Neoplasms,DC,crude_rate,195.7
2010,Neoplasms,DC,deaths,1062
2010,Neoplasms,DC,population,601723
2010,Neoplasms,DC,crude_rate,176.5
1999,Neoplasms,FL,deaths,39366
1999,Neoplasms,FL,population,15759421
1999,Neoplasms,FL,crude_rate,249.8
2000,Neoplasms,FL,deaths,40100
2000,Neoplasms,FL,population,15982378
2000,Neoplasms,FL,crude_rate,250.9
2001,Neoplasms,FL,deaths,40143
2001,Neoplasms,FL,population,16356966
2001,Neoplasms,FL,crude_rate,245.4
2002,Neoplasms,FL,deaths,40148
2002,Neoplasms,FL,population,16689370
2002,Neoplasms,FL,crude_rate,240.6
2003,Neoplasms,FL,deaths,40420
2003,Neoplasms,FL,population,17004085
2003,Neoplasms,FL,crude_rate,237.7
2004,Neoplasms,FL,deaths,40862
2004,Neoplasms,FL,population,17415318
2004,Neoplasms,FL,crude_rate,234.6
2005,Neoplasms,FL,deaths,41595
2005,Neoplasms,FL,population,17842038
2005,Neoplasms,FL,crude_rate,233.1
2006,Neoplasms,FL,deaths,41529
2006,Neoplasms,FL,population,18166990
2006,Neoplasms,FL,crude_rate,228.6
2007,Neoplasms,FL,deaths,41105
2007,Neoplasms,FL,population,18367842
2007,Neoplasms,FL,crude_rate,223.8
2008,Neoplasms,FL,deaths,41870
2008,Neoplasms,FL,population,18527305
2008,Neoplasms,FL,crude_rate,226
2009,Neoplasms,FL,deaths,42091
2009,Neoplasms,FL,population,18652644
2009,Neoplasms,FL,crude_rate,225.7
2010,Neoplasms,FL,deaths,42680
2010,Neoplasms,FL,population,18801310
2010,Neoplasms,FL,crude_rate,227
1999,Neoplasms,GA,deaths,13519
1999,Neoplasms,GA,population,8045965
1999,Neoplasms,GA,crude_rate,168
2000,Neoplasms,GA,deaths,14059
2000,Neoplasms,GA,population,8186453
2000,Neoplasms,GA,crude_rate,171.7
2001,Neoplasms,GA,deaths,14197
2001,Neoplasms,GA,population,8377038
2001,Neoplasms,GA,crude_rate,169.5
2002,Neoplasms,GA,deaths,14313
2002,Neoplasms,GA,population,8508256
2002,Neoplasms,GA,crude_rate,168.2
2003,Neoplasms,GA,deaths,14370
2003,Neoplasms,GA,population,8622793
2003,Neoplasms,GA,crude_rate,166.7
2004,Neoplasms,GA,deaths,14632
2004,Neoplasms,GA,population,8769252
2004,Neoplasms,GA,crude_rate,166.9
2005,Neoplasms,GA,deaths,14685
2005,Neoplasms,GA,population,8925922
2005,Neoplasms,GA,crude_rate,164.5
2006,Neoplasms,GA,deaths,14840
2006,Neoplasms,GA,population,9155813
2006,Neoplasms,GA,crude_rate,162.1
2007,Neoplasms,GA,deaths,15348
2007,Neoplasms,GA,population,9349988
2007,Neoplasms,GA,crude_rate,164.1
2008,Neoplasms,GA,deaths,14944
2008,Neoplasms,GA,population,9504843
2008,Neoplasms,GA,crude_rate,157.2
2009,Neoplasms,GA,deaths,15527
2009,Neoplasms,GA,population,9620846
2009,Neoplasms,GA,crude_rate,161.4
2010,Neoplasms,GA,deaths,15788
2010,Neoplasms,GA,population,9687653
2010,Neoplasms,GA,crude_rate,163
1999,Neoplasms,HI,deaths,1955
1999,Neoplasms,HI,population,1210300
1999,Neoplasms,HI,crude_rate,161.5
2000,Neoplasms,HI,deaths,1993
2000,Neoplasms,HI,population,1211537
2000,Neoplasms,HI,crude_rate,164.5
2001,Neoplasms,HI,deaths,2072
2001,Neoplasms,HI,population,1225948
2001,Neoplasms,HI,crude_rate,169
2002,Neoplasms,HI,deaths,1992
2002,Neoplasms,HI,population,1239613
2002,Neoplasms,HI,crude_rate,160.7
2003,Neoplasms,HI,deaths,2194
2003,Neoplasms,HI,population,1251154
2003,Neoplasms,HI,crude_rate,175.4
2004,Neoplasms,HI,deaths,2141
2004,Neoplasms,HI,population,1273569
2004,Neoplasms,HI,crude_rate,168.1
2005,Neoplasms,HI,deaths,2216
2005,Neoplasms,HI,population,1292729
2005,Neoplasms,HI,crude_rate,171.4
2006,Neoplasms,HI,deaths,2233
2006,Neoplasms,HI,population,1309731
2006,Neoplasms,HI,crude_rate,170.5
2007,Neoplasms,HI,deaths,2273
2007,Neoplasms,HI,population,1315675
2007,Neoplasms,HI,crude_rate,172.8
2008,Neoplasms,HI,deaths,2268
2008,Neoplasms,HI,population,1332213
2008,Neoplasms,HI,crude_rate,170.2
2009,Neoplasms,HI,deaths,2312
2009,Neoplasms,HI,population,1346717
2009,Neoplasms,HI,crude_rate,171.7
2010,Neoplasms,HI,deaths,2346
2010,Neoplasms,HI,population,1360301
2010,Neoplasms,HI,crude_rate,172.5
1999,Neoplasms,ID,deaths,2211
1999,Neoplasms,ID,population,1275674
1999,Neoplasms,ID,crude_rate,173.3
2000,Neoplasms,ID,deaths,2183
2000,Neoplasms,ID,population,1293953
2000,Neoplasms,ID,crude_rate,168.7
2001,Neoplasms,ID,deaths,2145
2001,Neoplasms,ID,population,1319962
2001,Neoplasms,ID,crude_rate,162.5
2002,Neoplasms,ID,deaths,2188
2002,Neoplasms,ID,population,1340372
2002,Neoplasms,ID,crude_rate,163.2
2003,Neoplasms,ID,deaths,2374
2003,Neoplasms,ID,population,1363380
2003,Neoplasms,ID,crude_rate,174.1
2004,Neoplasms,ID,deaths,2297
2004,Neoplasms,ID,population,1391802
2004,Neoplasms,ID,crude_rate,165
2005,Neoplasms,ID,deaths,2422
2005,Neoplasms,ID,population,1428241
2005,Neoplasms,ID,crude_rate,169.6
2006,Neoplasms,ID,deaths,2350
2006,Neoplasms,ID,population,1468669
2006,Neoplasms,ID,crude_rate,160
2007,Neoplasms,ID,deaths,2473
2007,Neoplasms,ID,population,1505105
2007,Neoplasms,ID,crude_rate,164.3
2008,Neoplasms,ID,deaths,2582
2008,Neoplasms,ID,population,1534320
2008,Neoplasms,ID,crude_rate,168.3
2009,Neoplasms,ID,deaths,2522
2009,Neoplasms,ID,population,1554439
2009,Neoplasms,ID,crude_rate,162.2
2010,Neoplasms,ID,deaths,2599
2010,Neoplasms,ID,population,1567582
2010,Neoplasms,ID,crude_rate,165.8
1999,Neoplasms,IL,deaths,25618
1999,Neoplasms,IL,population,12359020
1999,Neoplasms,IL,crude_rate,207.3
2000,Neoplasms,IL,deaths,26009
2000,Neoplasms,IL,population,12419293
2000,Neoplasms,IL,crude_rate,209.4
2001,Neoplasms,IL,deaths,25399
2001,Neoplasms,IL,population,12488445
2001,Neoplasms,IL,crude_rate,203.4
2002,Neoplasms,IL,deaths,25395
2002,Neoplasms,IL,population,12525556
2002,Neoplasms,IL,crude_rate,202.7
2003,Neoplasms,IL,deaths,25123
2003,Neoplasms,IL,population,12556006
2003,Neoplasms,IL,crude_rate,200.1
2004,Neoplasms,IL,deaths,24931
2004,Neoplasms,IL,population,12589773
2004,Neoplasms,IL,crude_rate,198
2005,Neoplasms,IL,deaths,24853
2005,Neoplasms,IL,population,12609903
2005,Neoplasms,IL,crude_rate,197.1
2006,Neoplasms,IL,deaths,24738
2006,Neoplasms,IL,population,12643955
2006,Neoplasms,IL,crude_rate,195.7
2007,Neoplasms,IL,deaths,24795
2007,Neoplasms,IL,population,12695866
2007,Neoplasms,IL,crude_rate,195.3
2008,Neoplasms,IL,deaths,24959
2008,Neoplasms,IL,population,12747038
2008,Neoplasms,IL,crude_rate,195.8
2009,Neoplasms,IL,deaths,24883
2009,Neoplasms,IL,population,12796778
2009,Neoplasms,IL,crude_rate,194.4
2010,Neoplasms,IL,deaths,24739
2010,Neoplasms,IL,population,12830632
2010,Neoplasms,IL,crude_rate,192.8
1999,Neoplasms,IN,deaths,13174
1999,Neoplasms,IN,population,6044969
1999,Neoplasms,IN,crude_rate,217.9
2000,Neoplasms,IN,deaths,13147
2000,Neoplasms,IN,population,6080485
2000,Neoplasms,IN,crude_rate,216.2
2001,Neoplasms,IN,deaths,13117
2001,Neoplasms,IN,population,6127760
2001,Neoplasms,IN,crude_rate,214.1
2002,Neoplasms,IN,deaths,13155
2002,Neoplasms,IN,population,6155967
2002,Neoplasms,IN,crude_rate,213.7
2003,Neoplasms,IN,deaths,13272
2003,Neoplasms,IN,population,6196638
2003,Neoplasms,IN,crude_rate,214.2
2004,Neoplasms,IN,deaths,12812
2004,Neoplasms,IN,population,6233007
2004,Neoplasms,IN,crude_rate,205.6
2005,Neoplasms,IN,deaths,13122
2005,Neoplasms,IN,population,6278616
2005,Neoplasms,IN,crude_rate,209
2006,Neoplasms,IN,deaths,13217
2006,Neoplasms,IN,population,6332669
2006,Neoplasms,IN,crude_rate,208.7
2007,Neoplasms,IN,deaths,13062
2007,Neoplasms,IN,population,6379599
2007,Neoplasms,IN,crude_rate,204.7
2008,Neoplasms,IN,deaths,13490
2008,Neoplasms,IN,population,6424806
2008,Neoplasms,IN,crude_rate,210
2009,Neoplasms,IN,deaths,13414
2009,Neoplasms,IN,population,6459325
2009,Neoplasms,IN,crude_rate,207.7
2010,Neoplasms,IN,deaths,13467
2010,Neoplasms,IN,population,6483802
2010,Neoplasms,IN,crude_rate,207.7
1999,Neoplasms,IA,deaths,6517
1999,Neoplasms,IA,population,2917634
1999,Neoplasms,IA,crude_rate,223.4
2000,Neoplasms,IA,deaths,6614
2000,Neoplasms,IA,population,2926324
2000,Neoplasms,IA,crude_rate,226
2001,Neoplasms,IA,deaths,6570
2001,Neoplasms,IA,population,2931997
2001,Neoplasms,IA,crude_rate,224.1
2002,Neoplasms,IA,deaths,6647
2002,Neoplasms,IA,population,2934234
2002,Neoplasms,IA,crude_rate,226.5
2003,Neoplasms,IA,deaths,6642
2003,Neoplasms,IA,population,2941999
2003,Neoplasms,IA,crude_rate,225.8
2004,Neoplasms,IA,deaths,6514
2004,Neoplasms,IA,population,2953635
2004,Neoplasms,IA,crude_rate,220.5
2005,Neoplasms,IA,deaths,6611
2005,Neoplasms,IA,population,2964454
2005,Neoplasms,IA,crude_rate,223
2006,Neoplasms,IA,deaths,6526
2006,Neoplasms,IA,population,2982644
2006,Neoplasms,IA,crude_rate,218.8
2007,Neoplasms,IA,deaths,6536
2007,Neoplasms,IA,population,2999212
2007,Neoplasms,IA,crude_rate,217.9
2008,Neoplasms,IA,deaths,6621
2008,Neoplasms,IA,population,3016734
2008,Neoplasms,IA,crude_rate,219.5
2009,Neoplasms,IA,deaths,6408
2009,Neoplasms,IA,population,3032870
2009,Neoplasms,IA,crude_rate,211.3
2010,Neoplasms,IA,deaths,6541
2010,Neoplasms,IA,population,3046355
2010,Neoplasms,IA,crude_rate,214.7
1999,Neoplasms,KS,deaths,5469
1999,Neoplasms,KS,population,2678338
1999,Neoplasms,KS,crude_rate,204.2
2000,Neoplasms,KS,deaths,5378
2000,Neoplasms,KS,population,2688418
2000,Neoplasms,KS,crude_rate,200
2001,Neoplasms,KS,deaths,5595
2001,Neoplasms,KS,population,2702162
2001,Neoplasms,KS,crude_rate,207.1
2002,Neoplasms,KS,deaths,5478
2002,Neoplasms,KS,population,2713535
2002,Neoplasms,KS,crude_rate,201.9
2003,Neoplasms,KS,deaths,5464
2003,Neoplasms,KS,population,2723004
2003,Neoplasms,KS,crude_rate,200.7
2004,Neoplasms,KS,deaths,5445
2004,Neoplasms,KS,population,2734373
2004,Neoplasms,KS,crude_rate,199.1
2005,Neoplasms,KS,deaths,5559
2005,Neoplasms,KS,population,2745299
2005,Neoplasms,KS,crude_rate,202.5
2006,Neoplasms,KS,deaths,5464
2006,Neoplasms,KS,population,2762931
2006,Neoplasms,KS,crude_rate,197.8
2007,Neoplasms,KS,deaths,5546
2007,Neoplasms,KS,population,2783785
2007,Neoplasms,KS,crude_rate,199.2
2008,Neoplasms,KS,deaths,5398
2008,Neoplasms,KS,population,2808076
2008,Neoplasms,KS,crude_rate,192.2
2009,Neoplasms,KS,deaths,5467
2009,Neoplasms,KS,population,2832704
2009,Neoplasms,KS,crude_rate,193
2010,Neoplasms,KS,deaths,5521
2010,Neoplasms,KS,population,2853118
2010,Neoplasms,KS,crude_rate,193.5
1999,Neoplasms,KY,deaths,9196
1999,Neoplasms,KY,population,4018053
1999,Neoplasms,KY,crude_rate,228.9
2000,Neoplasms,KY,deaths,9412
2000,Neoplasms,KY,population,4041769
2000,Neoplasms,KY,crude_rate,232.9
2001,Neoplasms,KY,deaths,9595
2001,Neoplasms,KY,population,4068132
2001,Neoplasms,KY,crude_rate,235.9
2002,Neoplasms,KY,deaths,9624
2002,Neoplasms,KY,population,4089875
2002,Neoplasms,KY,crude_rate,235.3
2003,Neoplasms,KY,deaths,9558
2003,Neoplasms,KY,population,4117170
2003,Neoplasms,KY,crude_rate,232.1
2004,Neoplasms,KY,deaths,9373
2004,Neoplasms,KY,population,4146101
2004,Neoplasms,KY,crude_rate,226.1
2005,Neoplasms,KY,deaths,9699
2005,Neoplasms,KY,population,4182742
2005,Neoplasms,KY,crude_rate,231.9
2006,Neoplasms,KY,deaths,9626
2006,Neoplasms,KY,population,4219239
2006,Neoplasms,KY,crude_rate,228.1
2007,Neoplasms,KY,deaths,9904
2007,Neoplasms,KY,population,4256672
2007,Neoplasms,KY,crude_rate,232.7
2008,Neoplasms,KY,deaths,9789
2008,Neoplasms,KY,population,4289878
2008,Neoplasms,KY,crude_rate,228.2
2009,Neoplasms,KY,deaths,9875
2009,Neoplasms,KY,population,4317074
2009,Neoplasms,KY,crude_rate,228.7
2010,Neoplasms,KY,deaths,10149
2010,Neoplasms,KY,population,4339367
2010,Neoplasms,KY,crude_rate,233.9
1999,Neoplasms,LA,deaths,9673
1999,Neoplasms,LA,population,4460811
1999,Neoplasms,LA,crude_rate,216.8
2000,Neoplasms,LA,deaths,9672
2000,Neoplasms,LA,population,4468976
2000,Neoplasms,LA,crude_rate,216.4
2001,Neoplasms,LA,deaths,9720
2001,Neoplasms,LA,population,4477875
2001,Neoplasms,LA,crude_rate,217.1
2002,Neoplasms,LA,deaths,9668
2002,Neoplasms,LA,population,4497267
2002,Neoplasms,LA,crude_rate,215
2003,Neoplasms,LA,deaths,9755
2003,Neoplasms,LA,population,4521042
2003,Neoplasms,LA,crude_rate,215.8
2004,Neoplasms,LA,deaths,9656
2004,Neoplasms,LA,population,4552238
2004,Neoplasms,LA,crude_rate,212.1
2005,Neoplasms,LA,deaths,9441
2005,Neoplasms,LA,population,4576628
2005,Neoplasms,LA,crude_rate,206.3
2006,Neoplasms,LA,deaths,9037
2006,Neoplasms,LA,population,4302665
2006,Neoplasms,LA,crude_rate,210
2007,Neoplasms,LA,deaths,8923
2007,Neoplasms,LA,population,4375581
2007,Neoplasms,LA,crude_rate,203.9
2008,Neoplasms,LA,deaths,9403
2008,Neoplasms,LA,population,4435586
2008,Neoplasms,LA,crude_rate,212
2009,Neoplasms,LA,deaths,9293
2009,Neoplasms,LA,population,4491648
2009,Neoplasms,LA,crude_rate,206.9
2010,Neoplasms,LA,deaths,9390
2010,Neoplasms,LA,population,4533372
2010,Neoplasms,LA,crude_rate,207.1
1999,Neoplasms,ME,deaths,3114
1999,Neoplasms,ME,population,1266808
1999,Neoplasms,ME,crude_rate,245.8
2000,Neoplasms,ME,deaths,3135
2000,Neoplasms,ME,population,1274923
2000,Neoplasms,ME,crude_rate,245.9
2001,Neoplasms,ME,deaths,3125
2001,Neoplasms,ME,population,1285692
2001,Neoplasms,ME,crude_rate,243.1
2002,Neoplasms,ME,deaths,3291
2002,Neoplasms,ME,population,1295960
2002,Neoplasms,ME,crude_rate,253.9
2003,Neoplasms,ME,deaths,3187
2003,Neoplasms,ME,population,1306513
2003,Neoplasms,ME,crude_rate,243.9
2004,Neoplasms,ME,deaths,3204
2004,Neoplasms,ME,population,1313688
2004,Neoplasms,ME,crude_rate,243.9
2005,Neoplasms,ME,deaths,3328
2005,Neoplasms,ME,population,1318787
2005,Neoplasms,ME,crude_rate,252.4
2006,Neoplasms,ME,deaths,3167
2006,Neoplasms,ME,population,1323619
2006,Neoplasms,ME,crude_rate,239.3
2007,Neoplasms,ME,deaths,3193
2007,Neoplasms,ME,population,1327040
2007,Neoplasms,ME,crude_rate,240.6
2008,Neoplasms,ME,deaths,3176
2008,Neoplasms,ME,population,1330509
2008,Neoplasms,ME,crude_rate,238.7
2009,Neoplasms,ME,deaths,3210
2009,Neoplasms,ME,population,1329590
2009,Neoplasms,ME,crude_rate,241.4
2010,Neoplasms,ME,deaths,3343
2010,Neoplasms,ME,population,1328361
2010,Neoplasms,ME,crude_rate,251.7
1999,Neoplasms,MD,deaths,10364
1999,Neoplasms,MD,population,5254509
1999,Neoplasms,MD,crude_rate,197.2
2000,Neoplasms,MD,deaths,10525
2000,Neoplasms,MD,population,5296486
2000,Neoplasms,MD,crude_rate,198.7
2001,Neoplasms,MD,deaths,10626
2001,Neoplasms,MD,population,5374691
2001,Neoplasms,MD,crude_rate,197.7
2002,Neoplasms,MD,deaths,10626
2002,Neoplasms,MD,population,5440389
2002,Neoplasms,MD,crude_rate,195.3
2003,Neoplasms,MD,deaths,10527
2003,Neoplasms,MD,population,5496269
2003,Neoplasms,MD,crude_rate,191.5
2004,Neoplasms,MD,deaths,10403
2004,Neoplasms,MD,population,5546935
2004,Neoplasms,MD,crude_rate,187.5
2005,Neoplasms,MD,deaths,10655
2005,Neoplasms,MD,population,5592379
2005,Neoplasms,MD,crude_rate,190.5
2006,Neoplasms,MD,deaths,10590
2006,Neoplasms,MD,population,5627367
2006,Neoplasms,MD,crude_rate,188.2
2007,Neoplasms,MD,deaths,10466
2007,Neoplasms,MD,population,5653408
2007,Neoplasms,MD,crude_rate,185.1
2008,Neoplasms,MD,deaths,10587
2008,Neoplasms,MD,population,5684965
2008,Neoplasms,MD,crude_rate,186.2
2009,Neoplasms,MD,deaths,10643
2009,Neoplasms,MD,population,5730388
2009,Neoplasms,MD,crude_rate,185.7
2010,Neoplasms,MD,deaths,10513
2010,Neoplasms,MD,population,5773552
2010,Neoplasms,MD,crude_rate,182.1
1999,Neoplasms,MA,deaths,14252
1999,Neoplasms,MA,population,6317345
1999,Neoplasms,MA,crude_rate,225.6
2000,Neoplasms,MA,deaths,14410
2000,Neoplasms,MA,population,6349097
2000,Neoplasms,MA,crude_rate,227
2001,Neoplasms,MA,deaths,14125
2001,Neoplasms,MA,population,6397634
2001,Neoplasms,MA,crude_rate,220.8
2002,Neoplasms,MA,deaths,14257
2002,Neoplasms,MA,population,6417206
2002,Neoplasms,MA,crude_rate,222.2
2003,Neoplasms,MA,deaths,13895
2003,Neoplasms,MA,population,6422565
2003,Neoplasms,MA,crude_rate,216.3
2004,Neoplasms,MA,deaths,13683
2004,Neoplasms,MA,population,6412281
2004,Neoplasms,MA,crude_rate,213.4
2005,Neoplasms,MA,deaths,13527
2005,Neoplasms,MA,population,6403290
2005,Neoplasms,MA,crude_rate,211.3
2006,Neoplasms,MA,deaths,13796
2006,Neoplasms,MA,population,6410084
2006,Neoplasms,MA,crude_rate,215.2
2007,Neoplasms,MA,deaths,13359
2007,Neoplasms,MA,population,6431559
2007,Neoplasms,MA,crude_rate,207.7
2008,Neoplasms,MA,deaths,13372
2008,Neoplasms,MA,population,6468967
2008,Neoplasms,MA,crude_rate,206.7
2009,Neoplasms,MA,deaths,13458
2009,Neoplasms,MA,population,6517613
2009,Neoplasms,MA,crude_rate,206.5
2010,Neoplasms,MA,deaths,13315
2010,Neoplasms,MA,population,6547629
2010,Neoplasms,MA,crude_rate,203.4
1999,Neoplasms,MI,deaths,20271
1999,Neoplasms,MI,population,9897116
1999,Neoplasms,MI,crude_rate,204.8
2000,Neoplasms,MI,deaths,20301
2000,Neoplasms,MI,population,9938444
2000,Neoplasms,MI,crude_rate,204.3
2001,Neoplasms,MI,deaths,20163
2001,Neoplasms,MI,population,9991120
2001,Neoplasms,MI,crude_rate,201.8
2002,Neoplasms,MI,deaths,20399
2002,Neoplasms,MI,population,10015710
2002,Neoplasms,MI,crude_rate,203.7
2003,Neoplasms,MI,deaths,20191
2003,Neoplasms,MI,population,10041152
2003,Neoplasms,MI,crude_rate,201.1
2004,Neoplasms,MI,deaths,20109
2004,Neoplasms,MI,population,10055315
2004,Neoplasms,MI,crude_rate,200
2005,Neoplasms,MI,deaths,20588
2005,Neoplasms,MI,population,10051137
2005,Neoplasms,MI,crude_rate,204.8
2006,Neoplasms,MI,deaths,20626
2006,Neoplasms,MI,population,10036081
2006,Neoplasms,MI,crude_rate,205.5
2007,Neoplasms,MI,deaths,20591
2007,Neoplasms,MI,population,10001284
2007,Neoplasms,MI,crude_rate,205.9
2008,Neoplasms,MI,deaths,20688
2008,Neoplasms,MI,population,9946889
2008,Neoplasms,MI,crude_rate,208
2009,Neoplasms,MI,deaths,20748
2009,Neoplasms,MI,population,9901591
2009,Neoplasms,MI,crude_rate,209.5
2010,Neoplasms,MI,deaths,21143
2010,Neoplasms,MI,population,9883640
2010,Neoplasms,MI,crude_rate,213.9
1999,Neoplasms,MN,deaths,9172
1999,Neoplasms,MN,population,4873481
1999,Neoplasms,MN,crude_rate,188.2
2000,Neoplasms,MN,deaths,9475
2000,Neoplasms,MN,population,4919479
2000,Neoplasms,MN,crude_rate,192.6
2001,Neoplasms,MN,deaths,9243
2001,Neoplasms,MN,population,4982796
2001,Neoplasms,MN,crude_rate,185.5
2002,Neoplasms,MN,deaths,9492
2002,Neoplasms,MN,population,5018935
2002,Neoplasms,MN,crude_rate,189.1
2003,Neoplasms,MN,deaths,9464
2003,Neoplasms,MN,population,5053572
2003,Neoplasms,MN,crude_rate,187.3
2004,Neoplasms,MN,deaths,9392
2004,Neoplasms,MN,population,5087713
2004,Neoplasms,MN,crude_rate,184.6
2005,Neoplasms,MN,deaths,9109
2005,Neoplasms,MN,population,5119598
2005,Neoplasms,MN,crude_rate,177.9
2006,Neoplasms,MN,deaths,9345
2006,Neoplasms,MN,population,5163555
2006,Neoplasms,MN,crude_rate,181
2007,Neoplasms,MN,deaths,9472
2007,Neoplasms,MN,population,5207203
2007,Neoplasms,MN,crude_rate,181.9
2008,Neoplasms,MN,deaths,9743
2008,Neoplasms,MN,population,5247018
2008,Neoplasms,MN,crude_rate,185.7
2009,Neoplasms,MN,deaths,9888
2009,Neoplasms,MN,population,5281203
2009,Neoplasms,MN,crude_rate,187.2
2010,Neoplasms,MN,deaths,9915
2010,Neoplasms,MN,population,5303925
2010,Neoplasms,MN,crude_rate,186.9
1999,Neoplasms,MS,deaths,6238
1999,Neoplasms,MS,population,2828408
1999,Neoplasms,MS,crude_rate,220.5
2000,Neoplasms,MS,deaths,6161
